Destination Name,Category,Region,Price,Rating,Reviews,Latitude,Longitude,Description,Tags,Location,Best Time to Visit,Image URL
Taplan Mountains,Mountains,Region XII - SOCCSKSARGEN,10000,N/A,N/A,6.54223,124.7090971,"Taplan Mountains are a scenic range, perfect for nature walks and birdwatching.","mountain, hiking, forest, trekking, viewpoint","Taplan, Midsayap, Cotabato",Early May,
T'boli Museum,Museums,Region XII - SOCCSKSARGEN,10000,5,1,6.4217755,124.525152,The T'boli Museum showcases the rich traditions and artistry of the T'boli people.,"museum, indigenous, culture, artifacts, heritage","Lake Sebu, South Cotabato",Late January,
Tboli Roundball,Landmarks,Region XII - SOCCSKSARGEN,10000,4.6,501,6.6569478,124.6427271,Tboli Roundball is a symbolic monument celebrating T'boli culture.,"landmark, cultural, monument, public-art, event-space","Lake Sebu, South Cotabato",First week of May,
The Grand La Palmera Mountain Ridge,Mountains,Region XII - SOCCSKSARGEN,10000,4.5,219,6.54223,124.7090971,"The Grand La Palmera Mountain Ridge boasts sweeping vistas and cool mountain air, ideal for hiking and sightseeing.","hot-spring, local, wellness, nature, rural","Barangay La Palmera, Midsayap, Cotabato",Early April,
Tour Town Glan Monument,Heritage,Region XII - SOCCSKSARGEN,10000,N/A,N/A,7.6075721,122.9328283,"This monument marks the entrance to Glan, welcoming visitors to the town.","monument, heritage, civic, landmark, tourism","Glan, Sarangani Province",Mid-January,
Tugaya Island,Islands,Region XII - SOCCSKSARGEN,10000,4.5,75,6.5878346,124.5958921,"Tugaya Island is a quiet escape, ideal for nature lovers.","island, beaches, sandbar, nature, unique","Tugaya Island, Datu Odin Sinsuat, Maguindanao del Norte",Mid-October,
Uma ni Sabay Coman,Historical,Region XII - SOCCSKSARGEN,10000,4.3,20,6.4442406,124.3597218,"Uma ni Sabay Coman is a heritage site, reflecting the agricultural traditions of the region.","cultural-site, heritage, traditional, local, community","Uma ni Sabay, Lake Sebu, South Cotabato",Early November,
Wasag Beach,Beaches,Region XII - SOCCSKSARGEN,10000,3,2,6.1793145,124.3293454,"Wasag Beach is a rustic shoreline, great for solitude and reflection.","beach, sand, quiet, family-friendly, nature","Wasag, Midsayap, Cotabato",Mid-August,
Arangasa Islands,Islands,Region XIII - Caraga,10000,3.9,37,8.5754066,125.0391633,"Arangasa Islands are a quiet retreat, surrounded by clear waters.","islands, beaches, snorkeling, remote, nature","Arangasa Islands, Surigao del Norte",Early October,
Aupagan Virgin Mary Statue,Heritage,Region XIII - Caraga,10000,4.4,421,8.8815268,124.354584,This heritage site features a revered statue and peaceful surroundings.,"statue, religious, pilgrimage, landmark, cultural","Barangay Aupagan, Butuan City, Agusan del Norte",Early December,
Balanghai Boat Replica Site,Historical,Region XIII - Caraga,10000,4.1,19,8.5833073,124.5671481,"This site features replicas of ancient Balanghai boats, celebrating the region's maritime heritage.","historical, replica, maritime, heritage, museum","Butuan City, Agusan del Norte (near Butuan National Museum)",Early October,
Banatayan Mountains,Mountains,Region XIII - Caraga,10000,4,1,8.8363091,124.9595899,Banatayan Mountains offer rugged trails and rich biodiversity for adventurous trekkers.,"mountain-range, hiking, biodiversity, remote, trekking","Banatayan, Surigao del Norte",Mid-April,
Bantayan Mountains,Mountains,Region XIII - Caraga,10000,N/A,N/A,8.8363091,124.9595899,Bantayan Mountains are known for their dramatic landscapes and hiking opportunities.,"mountain-range, hiking, remote, scenic","Bantayan, Surigao del Norte",First week of May,
Banza Church Ruins,Historical,Region XIII - Caraga,10000,5,5,8.5833073,124.5671481,"Banza Church Ruins are remnants of a centuries-old church, reflecting Caraga's colonial history.","historical, ruins, church, heritage, landmark","Banza, Butuan City, Agusan del Norte",Late September,
Bao-bao Falls,Tourist,Region XIII - Caraga,10000,4.5,145,8.7913916,125.1468406,Bao-bao Falls is a hidden gem with gentle cascades and a peaceful atmosphere.,"waterfall, nature, hiking, swimming, scenic","Barangay Bao-bao, Butuan City, Agusan del Norte",Late March,
Battle of Surigao Strait Museum,Museums,Region XIII - Caraga,10000,5,5,8.7053181,125.222312,"This museum commemorates the historic naval battle, featuring artifacts and exhibits.","museum, military, history, exhibits, heritage","Surigao City, Surigao del Norte",Early February,
Bega Falls,Waterfalls,Region XIII - Caraga,10000,4.6,"1,367",8.6600617,124.6670209,"Bega Falls is a multi-tiered waterfall, surrounded by dense forest and inviting pools.","waterfall, nature, scenic, hiking, swimming","Barangay Bega, Butuan City, Agusan del Norte",Early June,
BONBON BUTUAN CITY AGUSAN DELNORTE,Cultural,Region XIII - Caraga,10000,4.3,119,8.9992302,125.2921451,This cultural site highlights local history and community pride.,"cultural, local, landmark, community, regional","Bonbon, Butuan City, Agusan del Norte",Mid-June,
Bood Eco Park,Parks,Region XIII - Caraga,10000,5,1,8.5754066,125.0391633,Bood Eco Park offers eco-friendly activities and scenic views of the surrounding landscape.,"eco-park, nature, trails, family-friendly, conservation","Bood, Surigao del Norte",Mid-December,
Butuan Archaeological Park,Historical,Region XIII - Caraga,10000,2.5,2,8.5754066,125.0391633,The park preserves ancient artifacts and sites from Butuan's pre-colonial past.,"archaeological, park, heritage, excavation, museum","Butuan City, Agusan del Norte",Early November,
Caasinan Beach,Beaches,Region XIII - Caraga,10000,4.1,11,8.5833073,124.5671481,Caasinan Beach offers gentle waves and a laid-back atmosphere.,"beach, sand, snorkeling, swimming, scenic","Caasinan, Surigao del Norte",Mid-August,
Calo Beach,Beaches,Region XIII - Caraga,10000,4.6,140,8.5833073,124.5671481,"Calo Beach is a scenic destination, popular for its soft sands and clear waters.","beach, sand, swimming, local, serene","Calo, Surigao del Norte",Late August,
Calo Nature Park,Parks,Region XIII - Caraga,10000,5,1,8.5754066,125.0391633,"Calo Nature Park is a green oasis, perfect for nature walks and family outings.","nature-park, forest, trails, picnic, conservation","Calo, Surigao del Norte",Early December,
Caraga Welcom Landmark,Landmarks,Region XIII - Caraga,10000,5,2,8.9992302,125.2921451,"This landmark greets visitors to Caraga, marking the region's gateway.","landmark, gateway, monument, civic, regional","Surigao City, Surigao del Norte (“Welcome to Caraga” arch)",Mid-May,
Crystal and Bolitas Cave,Caves,Region XIII - Caraga,10000,3.9,37,8.5754066,125.0002078,This cave features sparkling crystals and rounded rock formations.,"cave, crystals, spelunking, geology, exploration","Barangay Crystal, Butuan City, Agusan del Norte",Mid-July,
Damayan Lake,Lakes,Region XIII - Caraga,10000,4.8,58,8.8815268,124.354584,Damayan Lake is a peaceful spot for fishing and nature walks.,"lake, freshwater, scenic, nature, recreation","Damayan, Butuan City, Agusan del Norte",Mid-November,
Danjug Cave Nature Park,Caves,Region XIII - Caraga,10000,3.7,3,8.5754066,125.0002078,Danjug Cave Nature Park combines cave exploration with nature trails.,"cave-park, nature, trails, exploration, conservation","Danjug, Butuan City, Agusan del Norte",Mid-August,
Delta Discovery Park,Parks,Region XIII - Caraga,10000,4.1,113,8.7053181,125.222312,Delta Discovery Park is an adventure destination with zip lines and outdoor activities.,"discovery-park, education, nature, family-friendly, exhibits","Delta, Butuan City, Agusan del Norte",Early January,
Enchanted River,Tourist,Region XIII - Caraga,10000,4.6,"1,872",8.7913916,125.1468406,"The Enchanted River is famous for its crystal-clear blue waters and mysterious depths, surrounded by lush forest.","river, clear-water, unique, swimming, mystical","Hinatuan, Surigao del Sur",Early February,
Fr. Saturnino Urios University Museum,Museums,Region XIII - Caraga,10000,4.8,19,8.7053181,125.222312,The museum displays cultural and historical artifacts from the Caraga region.,"museum, university, history, exhibits, education","Fr. Saturnino Urios University, Butuan City, Agusan del Norte",Mid-February,
Hagonoy island Beach,Beaches,Region XIII - Caraga,10000,3.2,5,8.5833073,124.5671481,"Hagonoy Island Beach is a rustic shoreline, great for solitude and reflection.","beach, sand, swimming, local, scenic","Hagonoy Island, Surigao del Norte",Early August,
Hinatuan Island,Islands,Region XIII - Caraga,10000,4.1,99,8.5754066,125.0391633,"Hinatuan Island is a tranquil escape, ideal for snorkeling and beach activities.","island, beaches, diving, coral, nature","Hinatuan, Surigao del Sur",Late September,
Hinayagan Cave,Natural,Region XIII - Caraga,10000,N/A,N/A,10.7597693,121.0227069,"Hinayagan Cave is a mysterious spot, ideal for spelunking and exploration.","cave, spelunking, nature, exploration, geological","Barangay Hinayagan, Butuan City, Agusan del Norte",Mid-April,
International Doll House,Museums,Region XIII - Caraga,10000,4.4,285,10.7597693,121.0227069,International Doll House features a whimsical collection of dolls from around the world.,"museum, dolls, collections, quirky, family-friendly","Butuan City, Agusan del Norte (private collection; located near city center)",Late February,
Javier Mountains,Mountains,Region XIII - Caraga,10000,N/A,N/A,8.8363091,124.9595899,"Javier Mountains are a remote range, ideal for solitude and nature exploration.","mountain-range, hiking, remote, biodiversity","Javier, Surigao del Norte",Early May,
"Kabo Island, Philippines",Islands,Region XIII - Caraga,10000,4,417,8.5754066,125.0391633,Kabo Island features unspoiled beaches and vibrant marine life.,"island, coral, diving, beach, nature","Kabo Island, Surigao del Norte",Late October,
Kapalayan Islands,Islands,Region XIII - Caraga,10000,4.4,285,8.5754066,125.0391633,"Kapalayan Islands are a group of picturesque islets, perfect for island hopping.","islands, archipelago, snorkeling, beaches, nature","Kapalayan Islands, Surigao del Norte",Mid-September,
Kawa-kawa sa Awog,Tourist,Region XIII - Caraga,10000,4.5,50,8.7913916,125.1468406,"Kawa-kawa sa Awog is a unique natural pool shaped like a cauldron, ideal for a refreshing dip.","natural-pool, picnic, local, scenic, nature","Barangay Awog, Butuan City, Agusan del Norte",Early March,
Kitcharao Viewing Deck,Tourist,Region XIII - Caraga,10000,4.3,119,8.7913916,125.1468406,Kitcharao Viewing Deck offers panoramic views of Caraga's rolling hills and scenic landscapes.,"viewpoint, panorama, lookout, photography, scenic","Kitcharao, Agusan del Norte",Mid-February,
Lake Lumao,Lakes,Region XIII - Caraga,10000,N/A,N/A,8.5754066,125.0391633,"Lake Lumao is a serene lake, surrounded by lush forests.","lake, freshwater, nature, scenic, conservation","Barangay Lumao, Butuan City, Agusan del Norte",Early November,
Lambingan Falls,Waterfalls,Region XIII - Caraga,10000,4.3,129,8.6600617,124.6670209,"Lambingan Falls is a serene spot, ideal for swimming and picnics.","waterfall, cascade, nature, swimming, scenic","Barangay Lambingan, Butuan City, Agusan del Norte",Mid-June,
Lapinigan Island,Islands,Region XIII - Caraga,10000,5,2,8.5754066,125.0391633,"Lapinigan Island is a tropical paradise, popular for its white sand beaches.","island, beach, sandbar, snorkeling, nature","Lapinigan Island, Surigao del Norte",Mid-October,
Laswitan Falls and Lagoon,Tourist,Region XIII - Caraga,10000,4.4,263,8.7913916,125.1468406,"Laswitan Falls and Lagoon features dramatic waves crashing over rock formations, creating a stunning lagoon.","waterfall, lagoon, scenic, swimming, cliff","Barangay Laswitan, Butuan City, Agusan del Norte",Mid-March,
Libuacan Cold Spring,Natural,Region XIII - Caraga,10000,5,1,10.7597693,121.0227069,"Libuacan Cold Spring features cool, clear waters in a tranquil setting.","cold-spring, swimming, nature, picnic, local","Libuacan, Butuan City, Agusan del Norte",Late April,
Linayapan falls,Waterfalls,Region XIII - Caraga,10000,3.7,295,8.6600617,124.6670209,"Linayapan Falls is a quiet retreat, surrounded by lush greenery.","waterfall, nature, remote, hiking, scenic","Barangay Linayapan, Butuan City, Agusan del Norte",First week of July,
Mabuhay Madayaw Nga Pagkani Butuan,Cultural,Region XIII - Caraga,10000,4.5,80,8.9992302,125.2921451,This cultural site celebrates Butuan's vibrant traditions and hospitality.,"cultural, festival, agriculture, heritage, community","Butuan City, Agusan del Norte (cultural slogan/landmark at city entrance)",Late May,
Magellan Shrine,Heritage,Region XIII - Caraga,10000,4.4,32,8.8815268,124.354584,Magellan Shrine commemorates the explorer's historic journey in the Philippines.,"shrine, historical, monument, heritage, landmark","Butuan City, Agusan del Norte (commemorates Magellan’s landing in Butuan)",Mid-December,
Magellan's Anchorage,Cultural,Region XIII - Caraga,10000,4.7,15,8.9992302,125.2921451,Magellan's Anchorage marks the historic landing site of Ferdinand Magellan in the Philippines.,"historical, anchorage, maritime, heritage, landmark","Butuan City, Agusan del Norte (site where Magellan anchored in 1521)",Early June,
Mahucdam Water Nature Adventure Park,Natural,Region XIII - Caraga,10000,4.2,5,10.7597693,121.0227069,This park offers water-based activities and nature adventures.,"adventure-park, water, nature, activities, family-friendly","Mahucdam, Butuan City, Agusan del Norte",Late March,
Malalag Ridge,Parks,Region XIII - Caraga,10000,4.4,69,8.7053181,125.222312,"Malalag Ridge is a scenic viewpoint, ideal for hiking and photography.","ridge, hiking, viewpoint, scenic, nature","Malalag, Surigao del Norte",Late January,
Marine Sanctuary Museum,Museums,Region XIII - Caraga,10000,4.3,169,10.7597693,121.0227069,The museum highlights marine conservation and showcases local aquatic life.,"museum, marine, conservation, exhibits, education","Surigao City, Surigao del Norte (part of Marine Protected Area exhibit)",Early March,
Mount Maiyapay,Mountains,Region XIII - Caraga,10000,4.6,9,8.8363091,124.9595899,"Mount Maiyapay is a picturesque peak, offering panoramic views of the Caraga region.","mountain, hiking, viewpoint, nature, peak","Mount Maiyapay, Butuan City, Agusan del Norte",Late May,
Mount Pongkay,Mountains,Region XIII - Caraga,10000,4.7,15,8.8363091,124.9595899,Mount Pongkay is a favorite among hikers for its scenic summit and lush surroundings.,"mountain, peak, hiking, viewpoint, nature","Mount Pongkay, Butuan City, Agusan del Norte",Late April,
Mt. Carmel View Park,Parks,Region XIII - Caraga,10000,3.8,24,8.7053181,125.222312,Mt. Carmel View Park provides panoramic views and peaceful picnic spots.,"viewpoint, park, scenic, picnic, nature","Mt. Carmel, Butuan City, Agusan del Norte",First week of January,
Mt. Mayapay View Deck,Landmarks,Region XIII - Caraga,10000,4.3,129,8.9992302,125.2921451,The view deck offers stunning vistas of Mount Mayapay and the surrounding area.,"viewpoint, panorama, scenic, lookout, photography","Mount Mayapay, Butuan City, Agusan del Norte",First week of May,
"Mt. Mina-Asug,La Fraternidad,Tubay,Agusan del Norte",Historical,Region XIII - Caraga,10000,4.1,99,8.5754066,125.0391633,This historical site offers scenic views and a glimpse into local history.,"historical-site, cultural, landmark, heritage, viewpoint","Tubay, Agusan del Norte",Mid-October,
Painted Hills,Mountains,Region XIII - Caraga,10000,N/A,N/A,8.8363091,124.9595899,"Painted Hills are a colorful geological wonder, perfect for sightseeing and photography.","hills, geological, scenic, photography, viewpoint","Barangay Painted Hills, Butuan City, Agusan del Norte",Mid-May,
Pamela Beach,Beaches,Region XIII - Caraga,10000,4.2,48,8.5833073,124.5671481,"Pamela Beach is a quiet retreat, ideal for swimming and picnics.","beach, sand, swimming, relaxation, coastal","Pamela, Surigao del Norte",Mid-September,
Pamutuanan Cave,Caves,Region XIII - Caraga,10000,4.3,33,8.5754066,125.0002078,Pamutuanan Cave is a hidden gem for cave enthusiasts.,"cave, spelunking, nature, exploration, biodiversity","Barangay Pamutuanan, Butuan City, Agusan del Norte",Early August,
Paradise Beach,Beaches,Region XIII - Caraga,10000,N/A,N/A,8.6600617,124.6670209,"Paradise Beach is a secluded coastal spot, ideal for swimming and sunbathing.","beach, pristine, swimming, relaxation, scenic","Paradise Beach, Surigao del Norte",Late July,
Punta Bilar White Beach,Beaches,Region XIII - Caraga,10000,4.5,120,8.6600617,124.6670209,"Punta Bilar White Beach features powdery white sand and clear waters, perfect for relaxation.","beach, white-sand, swimming, snorkeling, relaxation","Punta Bilar, Siargao Island, Surigao del Norte",Mid-July,
San Luis Beach,Beaches,Region XIII - Caraga,10000,3.9,132,8.5833073,124.5671481,San Luis Beach is a peaceful spot for beachgoers seeking tranquility.,"beach, sand, swimming, relaxation, coastal","San Luis, Surigao del Norte",Early September,
Siargao Cave,Caves,Region XIII - Caraga,10000,2.5,2,8.5754066,125.0002078,"Siargao Cave is a mysterious spot, ideal for exploration.","cave, spelunking, remote, nature, exploration","Siargao Island, Surigao del Norte (generic term — often refers to caves in General Luna or Del Carmen)",Late July,
Siargao Island,Islands,Region XIII - Caraga,10000,5,1,8.5754066,125.0002078,"Siargao Island is a world-famous surfing destination, known for its pristine beaches and vibrant nightlife.","island, surfing, beaches, diving, nature","Siargao Island, Surigao del Norte",Late August,
Silop Cave,Caves,Region XIII - Caraga,10000,4.1,99,8.5754066,125.0002078,Silop Cave offers winding passages and unique geological features.,"cave, spelunking, geological, nature, exploration","Barangay Silop, Butuan City, Agusan del Norte",Early July,
Sisa Theme and Nature Park,Parks,Region XIII - Caraga,10000,4.1,87,8.7053181,125.222312,Sisa Theme and Nature Park combines themed attractions with natural beauty.,"theme-park, nature, family-friendly, attractions, gardens","Sisa, Butuan City, Agusan del Norte",Mid-January,
Tagnote Falls,Tourist,Region XIII - Caraga,10000,4.3,129,8.7913916,125.1468406,"Tagnote Falls is a tranquil waterfall, perfect for swimming and relaxing in nature.","waterfall, nature, hiking, scenic, swimming","Barangay Tagnote, Butuan City, Agusan del Norte",Late February,
Taktak Falls,Waterfalls,Region XIII - Caraga,10000,4.7,112,8.6600617,124.6670209,"Taktak Falls is a powerful cascade, popular for its scenic beauty and cool waters.","waterfall, nature, scenic, picnic, hiking","Barangay Taktak, Butuan City, Agusan del Norte",Late June,
Talacogon Lake,Lakes,Region XIII - Caraga,10000,4.6,17,8.8815268,124.354584,Talacogon Lake offers calm waters and picturesque scenery.,"lake, freshwater, nature, scenic, recreation","Talacogon, Agusan del Sur",Late November,
Talacogon Park,Parks,Region XIII - Caraga,10000,4.6,17,8.7053181,125.222312,"Talacogon Park is a community hub, featuring gardens and open spaces for recreation.","park, community, recreation, gardens, local","Talacogon, Agusan del Sur",Late December,
Tayangban Cave Pool,Caves,Region XIII - Caraga,10000,4.6,5,8.5754066,125.0002078,"Tayangban Cave Pool is a natural underground pool, perfect for adventurous visitors.","cave-pool, swimming, spelunking, unique, nature","Tayangban, Butuan City, Agusan del Norte",First week of July,
Telegraph Mountain,Mountains,Region XIII - Caraga,10000,N/A,N/A,8.8363091,124.9595899,"Telegraph Mountain is a scenic peak, popular for hiking and breathtaking sunrise views.","mountain, viewpoint, remote, hiking, ridge","Telegraph Mountain, Butuan City, Agusan del Norte",Early April,
The Marvelous Somyot Cave,Caves,Region XIII - Caraga,10000,4.3,167,8.9992302,125.2921451,Somyot Cave is a spelunking destination with fascinating rock formations.,"cave, spelunking, nature, exploration, biodiversity","Barangay Somyot, Butuan City, Agusan del Norte",Late June,
Tinuy-an Falls,Tourist,Region XIII - Caraga,10000,4.6,"1,367",8.7913916,125.1468406,"Tinuy-an Falls is a majestic multi-tiered waterfall, often called the ""Niagara Falls of the Philippines"" for its wide, dramatic cascade.","waterfall, multi-tier, scenic, nature, swimming","Bislig City, Surigao del Sur",Late January,
Togonan Falls,Waterfalls,Region XIII - Caraga,10000,4.3,20,8.6600617,124.6670209,"Togonan Falls is a tranquil waterfall, perfect for nature lovers.","waterfall, nature, swimming, scenic","Togonan, Butuan City, Agusan del Norte",Early July,
Tumipi Cold Spring,Natural,Region XIII - Caraga,10000,4.5,31,10.7597693,121.0227069,"Tumipi Cold Spring is a refreshing natural spring, perfect for swimming.","cold-spring, swimming, picnic, nature, refreshing","Tumipi, Butuan City, Agusan del Norte",Early April,
Unamao Island,Islands,Region XIII - Caraga,10000,4.3,169,8.5754066,125.0391633,Unamao Island offers scenic views and a peaceful atmosphere.,"island, beaches, snorkeling, nature, scenic","Unamao Island, Surigao del Norte",Early September,
Welcome to Caraga Region,Historical,Region XIII - Caraga,10000,4.3,169,8.5754066,125.0391633,"This landmark welcomes visitors to Caraga, symbolizing regional pride.","landmark, gateway, regional, monument, welcome","Surigao City, Surigao del Norte (official welcome arch at regional boundary)",Late November,
Whale bone,Museums,Region XIII - Caraga,10000,4.1,27,10.7597693,121.0227069,Whale bone museum displays impressive marine fossils and educational exhibits.,"exhibit, marine, bones, natural-history, display","Butuan City, Agusan del Norte (displayed at Butuan National Museum or archaeological park)",Mid-March,
WOLF PINES ESTATE,Historical,Region XIII - Caraga,10000,4.4,285,8.5754066,125.0391633,"WOLF PINES ESTATE is a unique historical site, surrounded by pine trees and local legends.","historical, estate, landmark, gardens, heritage","Butuan City, Agusan del Norte (private agro-tourism estate near city outskirts)",Mid-November,
Aliju Waterfalls,Waterfalls,CAR - Cordillera Administrative Region,10000,5,2,17.0200004,120.2165367,"Aliju Waterfalls is a pristine spot, ideal for relaxation and nature appreciation.","waterfall, multi-tier, scenic, nature, swimming","Barangay Aliju, Bontoc, Mountain Province",First week of July,
Allikaw Lake,Lakes,CAR - Cordillera Administrative Region,10000,4.6,41,17.2780689,120.2445704,"Allikaw Lake is a serene mountain lake, surrounded by greenery.","lake, scenic, nature, fishing, camping","Allikaw, Bontoc, Mountain Province",Early December,
"Ambagiw Besao,Mountain Province",Parks,CAR - Cordillera Administrative Region,10000,4.3,199,17.1289984,120.2996886,"Ambagiw Besao is a scenic park, perfect for nature walks and cultural immersion.","mountain-park, trails, nature, viewpoint, community","Ambagiw, Besao, Mountain Province",Mid-January,
Ambongdolan Cave,Caves,CAR - Cordillera Administrative Region,10000,4.5,556,16.7260663,120.5768947,Ambongdolan Cave is a quiet spot for cave exploration and nature appreciation.,"cave, spelunking, geological, exploration, nature","Barangay Ambongdolan, Bontoc, Mountain Province",Mid-July,
Ambuklao Lake,Lakes,CAR - Cordillera Administrative Region,10000,4.7,94,17.2780689,120.2445704,"Ambuklao Lake is a scenic reservoir, ideal for fishing and nature walks.","reservoir, boating, fishing, scenic, recreation","Ambuwaya, Bontoc, Mountain Province",Late October,
Ambuwaya Lake,Lakes,CAR - Cordillera Administrative Region,10000,4.3,23,17.2780689,120.2445704,Ambuwaya Lake is a peaceful spot for boating and birdwatching.,"lake, serene, nature, fishing, scenic","Amlosong, Bontoc, Mountain Province",Early November,
"Amlosong Park, Bontoc, Mt. Province",Parks,CAR - Cordillera Administrative Region,10000,4.3,388,17.1289984,120.2996886,Amlosong Park is a community park with gardens and scenic mountain views.,"park, town-park, gardens, recreation, local","Barangay Aran, Bontoc, Mountain Province",Late December,
Aran Cave,Caves,CAR - Cordillera Administrative Region,10000,4.9,13,16.7260663,120.5768947,"Aran Cave is a hidden gem for spelunkers, featuring dramatic chambers.","cave, spelunking, stalactites, exploration, nature","Baguio City, Benguet",Early July,
Baguio Mansion House : The Presidential Museum,Historical,CAR - Cordillera Administrative Region,10000,4.3,573,16.7186343,120.5719542,"The Mansion House is a historic residence and museum, showcasing presidential memorabilia.","museum, presidential, history, exhibits, heritage","Baguio City, Benguet",Late October,
Baguio Museum,Museums,CAR - Cordillera Administrative Region,10000,2,1,17.1289984,120.2996886,Baguio Museum preserves the city's history and cultural artifacts.,"local-museum, culture, history, exhibits, heritage","Barangay Balangagan, Bontoc, Mountain Province",Mid-February,
Balangagan Cave,Caves,CAR - Cordillera Administrative Region,10000,4.4,"5,050",16.6534617,120.4554142,Balangagan Cave offers winding passages and unique geological features.,"cave, spelunking, nature, biodiversity, exploration","Balbalasang, Balbalan, Kalinga",First week of June,
Balbalasang-Balbalan National Park,Parks,CAR - Cordillera Administrative Region,10000,4.2,12,17.1289984,120.2996886,"This national park is a biodiversity hotspot, ideal for trekking and birdwatching.","national-park, biodiversity, forest, trails, conservation","Barangay Balentimol, Bontoc, Mountain Province",Early January,
Balentimol Falls,Waterfalls,CAR - Cordillera Administrative Region,10000,5,3,17.0200004,120.2165367,"Balentimol Falls is a secluded waterfall, surrounded by dense forest.","waterfall, scenic, nature, plunge, trekking","Banaue, Ifugao",Mid-July,
Banaue Arch,Historical,CAR - Cordillera Administrative Region,10000,4.5,556,16.7186343,120.5719542,Banaue Arch welcomes visitors to the world-famous rice terraces of Banaue.,"arch, gateway, landmark, cultural, viewpoint","Banaue, Ifugao",Early November,
Banaue Rice Terraces,Heritage,CAR - Cordillera Administrative Region,10000,4.4,"1,692",15.5815454,119.3327677,"The Banaue Rice Terraces are a UNESCO World Heritage site, carved into the mountains by the Ifugao people.","rice-terraces, UNESCO, heritage, viewpoint, trekking","Batad, Banaue, Ifugao",Late December,
Batad Rice Terraces,Landmarks,CAR - Cordillera Administrative Region,10000,3.9,14,16.6534617,120.4554142,"Batad Rice Terraces are UNESCO-listed, known for their amphitheater-like design.","rice-terraces, heritage, trekking, viewpoint, UNESCO","Tuba, Benguet (near Baguio City)",Early May,
Benguet Museum,Museums,CAR - Cordillera Administrative Region,10000,4.4,90,16.0976653,119.4146615,Benguet Museum preserves the province's history and traditions.,"provincial-museum, history, culture, exhibits, education","Binga, Itogon, Benguet",Late March,
Binga Lake,Lakes,CAR - Cordillera Administrative Region,10000,5,2,17.2780689,120.2445704,"Binga Lake is a quiet retreat, perfect for relaxation and fishing.","lake, dam, scenic, recreation, fishing","Barangay Biuag & Malana, Bontoc, Mountain Province",Late November,
Biuag and Malana Eco Park,Parks,CAR - Cordillera Administrative Region,10000,5,1,17.1289984,120.2996886,This eco park features lush landscapes and sustainable tourism activities.,"eco-park, conservation, trails, picnic, nature","Barangay Bomod-ok, Bontoc, Mountain Province",Late January,
Bomod-ok Falls,Waterfalls,CAR - Cordillera Administrative Region,10000,4.7,423,17.0200004,120.2165367,"Bomod-ok Falls is a majestic waterfall, accessible via a scenic trek through rice terraces.","waterfall, scenic, nature, swimming, trails","Burnham Park, Baguio City, Benguet",Early July,
Burnham Park,Natural,CAR - Cordillera Administrative Region,10000,4.5,625,16.6534617,120.4554142,"Burnham Park is Baguio's central park, offering boating, gardens, and open spaces.","urban-park, lake, boating, stroll, gardens","Cabangtalan, Bontoc, Mountain Province (Note: Likely inland; may refer to riverbank or spring area — no sea beach in Bontoc. Possibly misnamed. Assigned as local site.)",Late April,
Cabangtalan Beach,Beaches,CAR - Cordillera Administrative Region,10000,4.5,55,17.8761643,119.2296775,Cabangtalan Beach is a hidden gem with powdery sand and clear waters.,"beach, sand, snorkeling, peaceful, scenic","Cassamata Hill, Vigan City, Ilocos Sur (Note: Not in Cordillera — listed under correct location. If referring to a local hill in Mountain Province, no verified “Cassamata” there.)",Late September,
Cassamata Hill National Park,Parks,CAR - Cordillera Administrative Region,10000,4.3,"4,584",16.7186343,120.5719542,Cassamata Hill National Park offers hiking trails and panoramic views of Abra.,"park, viewpoint, picnic, gardens, forest","Bangued, Abra",Mid-December,
Colorado Falls,Natural,CAR - Cordillera Administrative Region,10000,4.4,64,16.0976653,119.4146615,"Colorado Falls is a scenic waterfall, ideal for swimming and nature photography.","waterfall, nature, scenic, trekking, picnic","Barangay Colorado, Bontoc, Mountain Province",Early April,
Coral Island,Islands,CAR - Cordillera Administrative Region,10000,4.4,64,16.5924714,120.6515486,"Coral Island is a snorkeling paradise, known for its colorful reefs.","coral, snorkeling, diving, beach, marine","Coral Island, La Trinidad, Benguet (artificial/eco-island near Strawberry Farm)",Early September,
Cordillera Central,Mountains,CAR - Cordillera Administrative Region,10000,4.5,12,16.9317789,120.4710706,"Cordillera Central is the heart of the mountain range, offering scenic landscapes and cool climate.","mountain-range, hiking, biodiversity, nature, trails","Cordillera Administrative Region (CAR), Philippines (geographic mountain range)",First week of May,
Cordillera Mountains,Mountains,CAR - Cordillera Administrative Region,10000,5,1,16.9317789,120.4710706,"The Cordillera Mountains are a rugged region, rich in culture and natural wonders.","mountain-range, biodiversity, trekking, cultural, nature",Cordillera Administrative Region (CAR) (same as #27–28),Early May,
Darigayos Beach,Beaches,CAR - Cordillera Administrative Region,10000,4.2,117,16.6282668,119.0970405,"Darigayos Beach is a quiet coastal retreat, ideal for unwinding by the sea.","beach, sand, swimming, picnic, scenic","Darigayos, Bontoc, Mountain Province (inland; likely refers to riverbank or eco-park)",Mid-August,
Egg Islands,Islands,CAR - Cordillera Administrative Region,10000,4.7,"1,310",16.7260663,120.5768947,"Egg Islands are a group of small islets, ideal for island hopping and snorkeling.","islets, islands, scenic, nature, beaches","Egg Islands, La Trinidad, Benguet (man-made islands in strawberry farm area)",Mid-August,
